Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/2           MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/2           MkLiuSPH::Calc_Norm() [52]
[122]    0.0    0.00    0.00       2         MkLiuParticle::GetMass() [122]
-----------------------------------------------
                0.00    0.00       1/2           MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/2           MkLiuSPH::Calc_Norm() [52]
[123]    0.0    0.00    0.00       2         MkLiuParticles::MkLiuParticles() [123]
                0.00    0.00       2/372         MkLiuParticle::MkLiuParticle() [100]
-----------------------------------------------
                0.00    0.00       1/2           MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/2           MkLiuSPH::Calc_Norm() [52]
[124]    0.0    0.00    0.00       2         MkLiuParticles::~MkLiuParticles() [124]
                0.00    0.00      11/11          MkLiuParticle::~MkLiuParticle() [110]
-----------------------------------------------
                0.00    0.00       2/2           InitLiuSPH() [54]
[125]    0.0    0.00    0.00       2         MkLiuSPH::SetRhoRef(double) [125]
-----------------------------------------------
                0.00    0.00       2/2           densitycheck(int, char**) [55]
[126]    0.0    0.00    0.00       2         __gcc_deregister_frame [126]
-----------------------------------------------
                0.00    0.00       1/1           densitycheck(int, char**) [55]
[127]    0.0    0.00    0.00       1         initGL() [127]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuSPH::LowDensity() [57]
[128]    0.0    0.00    0.00       1         MkLiuGrids::SetSmoothLen(double) [128]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuGrids::Setup(MkLiuParticles&) [130]
[129]    0.0    0.00    0.00       1         MkLiuGrids::Clear() [129]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuSPH::LowDensity() [57]
[130]    0.0    0.00    0.00       1         MkLiuGrids::Setup(MkLiuParticles&) [130]
                0.00    0.00     400/400         MkLiuGrid::MkLiuGrid() [98]
                0.00    0.00     400/400         MkLiuGrids::operator()(int, int, int) [93]
                0.00    0.00     400/400         MkLiuGrid::Setup(float, float, float, float, float, float) [97]
                0.00    0.00       1/1           MkLiuGrids::Clear() [129]
                0.00    0.00       1/1           MkLiuGrids::Update(MkLiuParticles&) [131]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuGrids::Setup(MkLiuParticles&) [130]
[131]    0.0    0.00    0.00       1         MkLiuGrids::Update(MkLiuParticles&) [131]
                0.00    0.00     362/362         MkLiuParticles::GetSize() [102]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[132]    0.0    0.00    0.00       1         MkLiuGrids::SetXMax(double) [132]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[133]    0.0    0.00    0.00       1         MkLiuGrids::SetXMin(double) [133]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[134]    0.0    0.00    0.00       1         MkLiuGrids::SetYMax(double) [134]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[135]    0.0    0.00    0.00       1         MkLiuGrids::SetYMin(double) [135]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[136]    0.0    0.00    0.00       1         MkLiuGrids::SetZMax(double) [136]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[137]    0.0    0.00    0.00       1         MkLiuGrids::SetZMin(double) [137]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuSPH::Initialize(int, int, int, int, int) [69]
[138]    0.0    0.00    0.00       1         MkLiuKernel::SetKernelType(MkKernelType) [138]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[139]    0.0    0.00    0.00       1         MkLiuParticles::SetColorType(CType) [139]
                0.00    0.00     361/361         MkLiuParticle::SetColorType(CType) [103]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[140]    0.0    0.00    0.00       1         MkLiuSPH::SetMaxTimeStep(int) [140]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[141]    0.0    0.00    0.00       1         MkLiuSPH::GetLiuParticles() [141]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[142]    0.0    0.00    0.00       1         MkLiuSPH::SetDt(double) [142]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuSPH::Run() [1]
[143]    0.0    0.00    0.00       1         MkLiuSPH::Output() [143]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[144]    0.0    0.00    0.00       1         MkLiuSPH::SetDim(int) [144]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [54] InitLiuSPH()          [118] MkLiuParticles::Initialize(int) [15] MkLiuSPH::Norm_Bnd_Density()
  [55] densitycheck(int, char**) [139] MkLiuParticles::SetColorType(CType) [1] MkLiuSPH::Run()
  [79] min(double, double)    [26] MkLiuParticles::Draw() [23] MkLiuSPH::Draw()
 [127] initGL()              [102] MkLiuParticles::GetSize() [142] MkLiuSPH::SetDt(double)
 [128] MkLiuGrids::SetSmoothLen(double) [123] MkLiuParticles::MkLiuParticles() [64] MkLiuSPH::Shake()
 [129] MkLiuGrids::Clear()   [124] MkLiuParticles::~MkLiuParticles() [143] MkLiuSPH::Output()
 [130] MkLiuGrids::Setup(MkLiuParticles&) [6] MkLiuParticles::operator[](int) [144] MkLiuSPH::SetDim(int)
 [131] MkLiuGrids::Update(MkLiuParticles&) [94] MkInt::Clear() [11] MkLiuSPH::Art_Visc()
 [132] MkLiuGrids::SetXMax(double) [95] MkInt::MkInt()    [52] MkLiuSPH::Calc_Norm()
 [133] MkLiuGrids::SetXMin(double) [105] MkLine::MkLine() [32] MkLiuSPH::Ext_Force()
 [134] MkLiuGrids::SetYMax(double) [46] MkPlane::ApplyMatrix() [8] MkLiuSPH::Int_Force()
 [135] MkLiuGrids::SetYMin(double) [19] MkPlane::GetDistance(MkPoint&) [125] MkLiuSPH::SetRhoRef(double)
 [136] MkLiuGrids::SetZMax(double) [29] MkPlane::GetNearestPoint(MkPoint&) [40] MkLiuSPH::Viscosity()
 [137] MkLiuGrids::SetZMin(double) [58] MkPlane::CalcABCD() [114] MkVector::Initialize(int)
  [93] MkLiuGrids::operator()(int, int, int) [61] MkPlane::ResetAll() [66] MkVector::Cross(MkVector&, MkVector&)
  [25] MkLiuPairs::Initialize(int) [59] MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [65] MkVector::Unify()
  [91] MkLiuPairs::Clear()    [62] MkPlane::MkPlane()    [115] MkVector::GetSize()
 [120] MkLiuPairs::MkLiuPairs() [106] MkPoint::Set(double, double, double) [116] MkVector::SetVector(int)
 [121] MkLiuPairs::~MkLiuPairs() [111] MkPoint::Unify()   [68] MkVector::MkVector(double, double, double)
  [14] MkLiuPairs::operator[](int) [41] MkPoint::MkPoint(double, double, double) [117] MkVector::MkVector()
  [10] MkLiuKernel::SetupAlphaD() [90] MkPoint::MkPoint() [109] MkVector::~MkVector()
   [9] MkLiuKernel::SetSmoothLen(double) [101] MkPoint::MkPoint() [67] MkVector::operator()(int)
 [138] MkLiuKernel::SetKernelType(MkKernelType) [48] MkPoint::operator=(MkPoint const&) [96] MkLiuGrid::Initialize()
  [20] MkLiuKernel::W(double) [81] MkPoint::operator=(MkPoint&) [97] MkLiuGrid::Setup(float, float, float, float, float, float)
  [22] MkLiuKernel::dWdX(double, double, double, double) [104] MkShape::MkShape() [98] MkLiuGrid::MkLiuGrid()
  [17] MkLiuKernel::dWdY(double, double, double, double) [107] MkDouble::Initialize(int) [16] MkLiuPair::DWDX(int)
  [18] MkLiuKernel::dWdZ(double, double, double, double) [113] MkDouble::Clear() [31] MkLiuPair::Clear()
  [70] MkLiuKernel::SetDim(int) [92] MkDouble::MkDouble(int, int) [30] MkLiuPair::MkLiuPair()
  [38] MkLiuKernel::MkLiuKernel(MkKernelType, int, double) [43] MkDouble::MkDouble(int) [73] MkLiuPair::~MkLiuPair()
 [112] MkLiuBoundary::Initialize() [108] MkDouble::MkDouble() [83] MkMatrix4::Clear()
  [80] MkLiuBoundary::GetSmoothLen() [87] MkDouble::~MkDouble() [51] MkMatrix4::Scale(double, double, double)
  [45] MkLiuBoundary::Draw()  [12] MkDouble::operator()(int) [50] MkMatrix4::Rotate(double, double, double)
  [60] MkLiuBoundary::MkLiuBoundary() [37] MkDouble::operator()(int, int) [82] MkMatrix4::Identity()
  [99] MkLiuParticle::Initialize() [69] MkLiuSPH::Initialize(int, int, int, int, int) [88] MkMatrix4::Translate(double, double, double)
  [39] MkLiuParticle::SetupColor() [57] MkLiuSPH::LowDensity() [85] MkMatrix4::MkMatrix4()
  [74] MkLiuParticle::GetSmoothLen() [7] MkLiuSPH::Pair_Count() [84] MkMatrix4::operator=(MkMatrix4&)
 [103] MkLiuParticle::SetColorType(CType) [76] MkLiuSPH::C_art_water(double) [78] MkMatrix4::operator()(int, int)
  [42] MkLiuParticle::GetParticleType() [4] MkLiuSPH::Direct_Find() [49] MkMatrix4::operator*=(MkMatrix4&)
  [33] MkLiuParticle::Draw() [119] MkLiuSPH::GetLiuParam() [86] operator*(MkPoint&, MkMatrix4&)
  [75] MkLiuParticle::SetEta(double) [77] MkLiuSPH::P_art_water(double) [89] operator*(MkMatrix4&, MkMatrix4&)
 [122] MkLiuParticle::GetMass() [3] MkLiuSPH::Single_Step() [27] __fpclassify
 [100] MkLiuParticle::MkLiuParticle() [36] MkLiuSPH::Art_Bnd_Repel() [126] __gcc_deregister_frame
 [110] MkLiuParticle::~MkLiuParticle() [53] MkLiuSPH::Calc_Bnd_Norm() [35] floor
  [63] MkLiuBoundarys::Initialize(int) [21] MkLiuSPH::Pair_Bnd_Count() [44] frexp
  [47] MkLiuBoundarys::Draw() [140] MkLiuSPH::SetMaxTimeStep(int) [28] ldexp
  [72] MkLiuBoundarys::GetSize() [13] MkLiuSPH::Direct_Bnd_Find() [5] pow
  [34] MkLiuBoundarys::operator[](int) [141] MkLiuSPH::GetLiuParticles()
