Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    2001/22013       MkDouble::MkDouble(int) [43]
                0.00    0.00    2001/24024       MkDouble::~MkDouble() [87]
-----------------------------------------------
                0.03    0.03  722361/722361      MkLiuParticles::Draw() [26]
[33]     0.1    0.03    0.03  722361         MkLiuParticle::Draw() [33]
                0.03    0.00  722361/722361      MkLiuParticle::SetupColor() [39]
-----------------------------------------------
                0.00    0.00       4/15436969     InitLiuSPH() [54]
                0.00    0.00  201120/15436969     MkLiuSPH::Norm_Bnd_Density() [15]
                0.00    0.00  788625/15436969     MkLiuSPH::Art_Bnd_Repel() [36]
                0.02    0.00 5778888/15436969     MkLiuSPH::Pair_Bnd_Count() [21]
                0.03    0.00 8668332/15436969     MkLiuSPH::Direct_Bnd_Find() [13]
[34]     0.1    0.05    0.00 15436969         MkLiuBoundarys::operator[](int) [34]
-----------------------------------------------
                                                 <spontaneous>
[35]     0.1    0.05    0.00                 floor [35]
-----------------------------------------------
                0.02    0.03    2001/2001        MkLiuSPH::Single_Step() [3]
[36]     0.1    0.02    0.03    2001         MkLiuSPH::Art_Bnd_Repel() [36]
                0.01    0.00 5393019/3307266707     MkLiuParticles::operator[](int) [6]
                0.00    0.01  201120/3090564     MkPlane::GetNearestPoint(MkPoint&) [29]
                0.00    0.00  201120/9070572     MkPlane::GetDistance(MkPoint&) [19]
                0.00    0.00  788625/15436969     MkLiuBoundarys::operator[](int) [34]
                0.00    0.00  402240/235666249     MkLiuPairs::operator[](int) [14]
                0.00    0.00  201120/3090564     MkPoint::operator=(MkPoint const&) [48]
                0.00    0.00    2001/4054        MkPoint::MkPoint() [90]
-----------------------------------------------
                0.04    0.00 4332000/4332000     MkLiuSPH::Run() [1]
[37]     0.1    0.04    0.00 4332000         MkDouble::operator()(int, int) [37]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.1    0.04    0.00                 MkLiuKernel::MkLiuKernel(MkKernelType, int, double) [38]
-----------------------------------------------
                0.03    0.00  722361/722361      MkLiuParticle::Draw() [33]
[39]     0.1    0.03    0.00  722361         MkLiuParticle::SetupColor() [39]
-----------------------------------------------
                0.00    0.03    2001/2001        MkLiuSPH::Single_Step() [3]
[40]     0.1    0.00    0.03    2001         MkLiuSPH::Viscosity() [40]
                0.02    0.00 1444722/1444722     MkLiuParticle::GetParticleType() [42]
                0.01    0.00 2167083/3307266707     MkLiuParticles::operator[](int) [6]
                0.00    0.00  722361/722361      MkLiuParticle::SetEta(double) [75]
-----------------------------------------------
                0.00    0.00       8/3122600     MkPlane::CalcABCD() [58]
                0.00    0.00      12/3122600     InitLiuSPH() [54]
                0.00    0.00   32016/3122600     MkPlane::ApplyMatrix() [46]
                0.02    0.00 3090564/3122600     MkPlane::GetNearestPoint(MkPoint&) [29]
[41]     0.0    0.02    0.00 3122600         MkPoint::MkPoint(double, double, double) [41]
-----------------------------------------------
                0.02    0.00 1444722/1444722     MkLiuSPH::Viscosity() [40]
[42]     0.0    0.02    0.00 1444722         MkLiuParticle::GetParticleType() [42]
-----------------------------------------------
                0.00    0.00    2001/22013       MkLiuSPH::Ext_Force() [32]
                0.00    0.00    4004/22013       MkLiuSPH::Run() [1]
                0.01    0.00   16008/22013       MkLiuSPH::Int_Force() [8]
[43]     0.0    0.02    0.00   22013         MkDouble::MkDouble(int) [43]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.0    0.02    0.00                 frexp [44]
-----------------------------------------------
                0.00    0.01    8004/8004        MkLiuBoundarys::Draw() [47]
[45]     0.0    0.00    0.01    8004         MkLiuBoundary::Draw() [45]
                0.00    0.01    8004/8004        MkPlane::ApplyMatrix() [46]
-----------------------------------------------
                0.00    0.01    8004/8004        MkLiuBoundary::Draw() [45]
[46]     0.0    0.00    0.01    8004         MkPlane::ApplyMatrix() [46]
                0.00    0.01    8004/8012        MkMatrix4::Rotate(double, double, double) [50]
                0.00    0.00    8004/8004        MkMatrix4::Scale(double, double, double) [51]
                0.00    0.00   32016/3122600     MkPoint::MkPoint(double, double, double) [41]
                0.00    0.00   32016/32024       operator*(MkPoint&, MkMatrix4&) [86]
                0.00    0.00   32016/64048       MkPoint::operator=(MkPoint&) [81]
                0.00    0.00    8004/40044       MkMatrix4::MkMatrix4() [85]
                0.00    0.00    8004/56068       MkMatrix4::Identity() [82]
                0.00    0.00    8004/8004        MkMatrix4::Translate(double, double, double) [88]
-----------------------------------------------
                0.00    0.01    2001/2001        MkLiuSPH::Draw() [23]
[47]     0.0    0.00    0.01    2001         MkLiuBoundarys::Draw() [47]
                0.00    0.01    8004/8004        MkLiuBoundary::Draw() [45]
                0.00    0.00   10005/7233615     MkLiuBoundarys::GetSize() [72]
-----------------------------------------------
                0.00    0.00  201120/3090564     MkLiuSPH::Art_Bnd_Repel() [36]
                0.01    0.00 2889444/3090564     MkLiuSPH::Direct_Bnd_Find() [13]
[48]     0.0    0.01    0.00 3090564         MkPoint::operator=(MkPoint const&) [48]
-----------------------------------------------
                0.00    0.00    8004/40052       MkMatrix4::Scale(double, double, double) [51]
                0.01    0.00   32048/40052       MkMatrix4::Rotate(double, double, double) [50]
[49]     0.0    0.01    0.00   40052         MkMatrix4::operator*=(MkMatrix4&) [49]
                0.00    0.00   40052/48056       MkMatrix4::Clear() [83]
                0.00    0.00   40052/48056       MkMatrix4::operator=(MkMatrix4&) [84]
-----------------------------------------------
                0.00    0.00       8/8012        MkPlane::CalcABCD() [58]
                0.00    0.01    8004/8012        MkPlane::ApplyMatrix() [46]
[50]     0.0    0.00    0.01    8012         MkMatrix4::Rotate(double, double, double) [50]
                0.01    0.00   32048/40052       MkMatrix4::operator*=(MkMatrix4&) [49]
                0.00    0.00   32048/56068       MkMatrix4::Identity() [82]
                0.00    0.00   16024/40044       MkMatrix4::MkMatrix4() [85]
-----------------------------------------------
                0.00    0.00    8004/8004        MkPlane::ApplyMatrix() [46]
[51]     0.0    0.00    0.00    8004         MkMatrix4::Scale(double, double, double) [51]
                0.00    0.00    8004/40052       MkMatrix4::operator*=(MkMatrix4&) [49]
                0.00    0.00    8004/40044       MkMatrix4::MkMatrix4() [85]
                0.00    0.00    8004/56068       MkMatrix4::Identity() [82]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuSPH::Norm_Bnd_Density() [15]
[52]     0.0    0.00    0.00       1         MkLiuSPH::Calc_Norm() [52]
                0.00    0.00       1/4004        MkLiuPairs::Initialize(int) [25]
                0.00    0.00       6/4542680     MkLiuKernel::dWdY(double, double, double, double) [17]
                0.00    0.00       6/4542680     MkLiuKernel::dWdZ(double, double, double, double) [18]
                0.00    0.00      88/3307266707     MkLiuParticles::operator[](int) [6]
                0.00    0.00       7/5265044     MkLiuKernel::W(double) [20]
                0.00    0.00     102/235666249     MkLiuPairs::operator[](int) [14]
                0.00    0.00       6/4542680     MkLiuKernel::dWdX(double, double, double, double) [22]
                0.00    0.00       1/137978342     MkLiuKernel::SetSmoothLen(double) [9]
                0.00    0.00       1/923483      MkLiuParticle::GetSmoothLen() [74]
                0.00    0.00       1/2           MkLiuParticle::GetMass() [122]
                0.00    0.00       1/2           MkLiuParticles::MkLiuParticles() [123]
                0.00    0.00       1/2           MkLiuPairs::MkLiuPairs() [120]
                0.00    0.00       1/3           MkLiuParticles::Initialize(int) [118]
                0.00    0.00       1/2           MkLiuPairs::~MkLiuPairs() [121]
                0.00    0.00       1/2           MkLiuParticles::~MkLiuParticles() [124]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuSPH::Norm_Bnd_Density() [15]
[53]     0.0    0.00    0.00       1         MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/4004        MkLiuPairs::Initialize(int) [25]
                0.00    0.00       2/5265044     MkLiuKernel::W(double) [20]
                0.00    0.00      23/3307266707     MkLiuParticles::operator[](int) [6]
                0.00    0.00      11/235666249     MkLiuPairs::operator[](int) [14]
                0.00    0.00       1/137978342     MkLiuKernel::SetSmoothLen(double) [9]
                0.00    0.00       1/923483      MkLiuParticle::GetSmoothLen() [74]
                0.00    0.00       1/2           MkLiuParticle::GetMass() [122]
                0.00    0.00       1/2           MkLiuParticles::MkLiuParticles() [123]
                0.00    0.00       1/2           MkLiuPairs::MkLiuPairs() [120]
                0.00    0.00       1/3           MkLiuParticles::Initialize(int) [118]
                0.00    0.00       1/2           MkLiuPairs::~MkLiuPairs() [121]
                0.00    0.00       1/2           MkLiuParticles::~MkLiuParticles() [124]
-----------------------------------------------
                0.00    0.00       1/1           densitycheck(int, char**) [55]
[54]     0.0    0.00    0.00       1         InitLiuSPH() [54]
                0.00    0.00       1/1           MkLiuSPH::LowDensity() [57]
                0.00    0.00       4/4           MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
                0.00    0.00       1/1           MkLiuBoundarys::Initialize(int) [63]
                0.00    0.00       1/1           MkLiuSPH::Shake() [64]
                0.00    0.00      12/3122600     MkPoint::MkPoint(double, double, double) [41]
                0.00    0.00       1/1           MkLiuSPH::Initialize(int, int, int, int, int) [69]
                0.00    0.00       4/15436969     MkLiuBoundarys::operator[](int) [34]
                0.00    0.00       2/3307266707     MkLiuParticles::operator[](int) [6]
                0.00    0.00       3/3           MkLiuSPH::GetLiuParam() [119]
                0.00    0.00       2/2           MkLiuSPH::SetRhoRef(double) [125]
                0.00    0.00       1/1           MkLiuGrids::SetXMin(double) [133]
                0.00    0.00       1/1           MkLiuGrids::SetYMin(double) [135]
                0.00    0.00       1/1           MkLiuGrids::SetZMin(double) [137]
                0.00    0.00       1/1           MkLiuGrids::SetXMax(double) [132]
                0.00    0.00       1/1           MkLiuGrids::SetYMax(double) [134]
                0.00    0.00       1/1           MkLiuGrids::SetZMax(double) [136]
                0.00    0.00       1/1           MkLiuSPH::SetDt(double) [142]
                0.00    0.00       1/1           MkLiuSPH::SetDim(int) [144]
                0.00    0.00       1/1           MkLiuSPH::SetMaxTimeStep(int) [140]
                0.00    0.00       1/1           MkLiuParticles::SetColorType(CType) [139]
                0.00    0.00       1/1           MkLiuSPH::GetLiuParticles() [141]
-----------------------------------------------
                0.00    0.00       1/1           main [56]
[55]     0.0    0.00    0.00       1         densitycheck(int, char**) [55]
                0.00    0.00       1/1           InitLiuSPH() [54]
                0.00    0.00       2/2           __gcc_deregister_frame [126]
                0.00    0.00       1/1           initGL() [127]
-----------------------------------------------
                                                 <spontaneous>
[56]     0.0    0.00    0.00                 main [56]
                0.00    0.00       1/1           densitycheck(int, char**) [55]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[57]     0.0    0.00    0.00       1         MkLiuSPH::LowDensity() [57]
                0.00    0.00    4332/3307266707     MkLiuParticles::operator[](int) [6]
                0.00    0.00       1/1           MkLiuGrids::SetSmoothLen(double) [128]
                0.00    0.00       1/1           MkLiuGrids::Setup(MkLiuParticles&) [130]
-----------------------------------------------
                0.00    0.00       4/8           MkPlane::MkPlane() [62]
                0.00    0.00       4/8           MkPlane::ResetAll() [61]
[58]     0.0    0.00    0.00       8         MkPlane::CalcABCD() [58]
                0.00    0.00       8/8012        MkMatrix4::Rotate(double, double, double) [50]
                0.00    0.00       8/3122600     MkPoint::MkPoint(double, double, double) [41]
                0.00    0.00       8/40044       MkMatrix4::MkMatrix4() [85]
                0.00    0.00       8/56068       MkMatrix4::Identity() [82]
                0.00    0.00       8/32024       operator*(MkPoint&, MkMatrix4&) [86]
                0.00    0.00       8/64048       MkPoint::operator=(MkPoint&) [81]
                0.00    0.00       8/8           MkPoint::Unify() [111]
-----------------------------------------------
                0.00    0.00       4/4           InitLiuSPH() [54]
[59]     0.0    0.00    0.00       4         MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
                0.00    0.00       4/4           MkPlane::ResetAll() [61]
                0.00    0.00       8/8           MkVector::Unify() [65]
                0.00    0.00       4/4           MkVector::Cross(MkVector&, MkVector&) [66]
                0.00    0.00       8/8           MkVector::MkVector(double, double, double) [68]
                0.00    0.00      12/36          MkVector::operator()(int) [67]
                0.00    0.00      12/12          MkVector::~MkVector() [109]
                0.00    0.00       4/4           MkVector::MkVector() [117]
                0.00    0.00       4/12          MkPoint::Set(double, double, double) [106]
-----------------------------------------------
                0.00    0.00       4/4           MkLiuBoundarys::Initialize(int) [63]
[60]     0.0    0.00    0.00       4         MkLiuBoundary::MkLiuBoundary() [60]
                0.00    0.00       4/4           MkPlane::MkPlane() [62]
                0.00    0.00       4/4           MkLiuBoundary::Initialize() [112]
-----------------------------------------------
                0.00    0.00       4/4           MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
[61]     0.0    0.00    0.00       4         MkPlane::ResetAll() [61]
                0.00    0.00       4/8           MkPlane::CalcABCD() [58]
                0.00    0.00       4/12          MkPoint::Set(double, double, double) [106]
-----------------------------------------------
                0.00    0.00       4/4           MkLiuBoundary::MkLiuBoundary() [60]
[62]     0.0    0.00    0.00       4         MkPlane::MkPlane() [62]
                0.00    0.00       4/8           MkPlane::CalcABCD() [58]
                0.00    0.00      20/4054        MkPoint::MkPoint() [90]
                0.00    0.00      16/16          MkLine::MkLine() [105]
                0.00    0.00       4/20          MkShape::MkShape() [104]
                0.00    0.00       4/12          MkPoint::Set(double, double, double) [106]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[63]     0.0    0.00    0.00       1         MkLiuBoundarys::Initialize(int) [63]
                0.00    0.00       4/4           MkLiuBoundary::MkLiuBoundary() [60]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[64]     0.0    0.00    0.00       1         MkLiuSPH::Shake() [64]
                0.00    0.00     722/3307266707     MkLiuParticles::operator[](int) [6]
-----------------------------------------------
                0.00    0.00       8/8           MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
[65]     0.0    0.00    0.00       8         MkVector::Unify() [65]
                0.00    0.00      96/306053169     MkDouble::operator()(int) [12]
-----------------------------------------------
                0.00    0.00       4/4           MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
[66]     0.0    0.00    0.00       4         MkVector::Cross(MkVector&, MkVector&) [66]
                0.00    0.00      36/306053169     MkDouble::operator()(int) [12]
                0.00    0.00      24/36          MkVector::operator()(int) [67]
                0.00    0.00       4/4           MkVector::GetSize() [115]
                0.00    0.00       4/4           MkVector::Initialize(int) [114]
-----------------------------------------------
                0.00    0.00      12/36          MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
                0.00    0.00      24/36          MkVector::Cross(MkVector&, MkVector&) [66]
[67]     0.0    0.00    0.00      36         MkVector::operator()(int) [67]
                0.00    0.00      36/306053169     MkDouble::operator()(int) [12]
-----------------------------------------------
                0.00    0.00       8/8           MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
[68]     0.0    0.00    0.00       8         MkVector::MkVector(double, double, double) [68]
                0.00    0.00      24/306053169     MkDouble::operator()(int) [12]
                0.00    0.00       8/12          MkDouble::MkDouble() [108]
                0.00    0.00       8/12          MkDouble::Initialize(int) [107]
-----------------------------------------------
                0.00    0.00       1/1           InitLiuSPH() [54]
[69]     0.0    0.00    0.00       1         MkLiuSPH::Initialize(int, int, int, int, int) [69]
                0.00    0.00       1/137978342     MkLiuKernel::SetSmoothLen(double) [9]
                0.00    0.00       1/1           MkLiuKernel::SetDim(int) [70]
                0.00    0.00       1/3           MkLiuParticles::Initialize(int) [118]
                0.00    0.00       1/1           MkLiuKernel::SetKernelType(MkKernelType) [138]
-----------------------------------------------
                0.00    0.00       1/1           MkLiuSPH::Initialize(int, int, int, int, int) [69]
[70]     0.0    0.00    0.00       1         MkLiuKernel::SetDim(int) [70]
                0.00    0.00       1/137978343     MkLiuKernel::SetupAlphaD() [10]
-----------------------------------------------
                0.00    0.00   10005/7233615     MkLiuBoundarys::Draw() [47]
                0.00    0.00 3611805/7233615     MkLiuSPH::Pair_Bnd_Count() [21]
                0.00    0.00 3611805/7233615     MkLiuSPH::Direct_Bnd_Find() [13]
[72]     0.0    0.00    0.00 7233615         MkLiuBoundarys::GetSize() [72]
-----------------------------------------------
                0.00    0.00       7/4544409     MkLiuPairs::~MkLiuPairs() [121]
                0.00    0.00 4544402/4544409     MkLiuPairs::Clear() [91]
[73]     0.0    0.00    0.00 4544409         MkLiuPair::~MkLiuPair() [73]
-----------------------------------------------
                0.00    0.00       1/923483      MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/923483      MkLiuSPH::Calc_Norm() [52]
                0.00    0.00  923481/923483      MkLiuSPH::Norm_Bnd_Density() [15]
[74]     0.0    0.00    0.00  923483         MkLiuParticle::GetSmoothLen() [74]
-----------------------------------------------
                0.00    0.00  722361/722361      MkLiuSPH::Viscosity() [40]
[75]     0.0    0.00    0.00  722361         MkLiuParticle::SetEta(double) [75]
-----------------------------------------------
                0.00    0.00  722361/722361      MkLiuSPH::Int_Force() [8]
[76]     0.0    0.00    0.00  722361         MkLiuSPH::C_art_water(double) [76]
-----------------------------------------------
                0.00    0.00  722361/722361      MkLiuSPH::Int_Force() [8]
[77]     0.0    0.00    0.00  722361         MkLiuSPH::P_art_water(double) [77]
-----------------------------------------------
                0.00    0.00  384288/384288      operator*(MkPoint&, MkMatrix4&) [86]
[78]     0.0    0.00    0.00  384288         MkMatrix4::operator()(int, int) [78]
-----------------------------------------------
                0.00    0.00  201120/201120      MkLiuSPH::Norm_Bnd_Density() [15]
[79]     0.0    0.00    0.00  201120         min(double, double) [79]
-----------------------------------------------
                0.00    0.00  201120/201120      MkLiuSPH::Norm_Bnd_Density() [15]
[80]     0.0    0.00    0.00  201120         MkLiuBoundary::GetSmoothLen() [80]
-----------------------------------------------
                0.00    0.00       8/64048       MkPlane::CalcABCD() [58]
                0.00    0.00   32016/64048       MkPlane::ApplyMatrix() [46]
                0.00    0.00   32024/64048       operator*(MkPoint&, MkMatrix4&) [86]
[81]     0.0    0.00    0.00   64048         MkPoint::operator=(MkPoint&) [81]
-----------------------------------------------
                0.00    0.00       8/56068       MkPlane::CalcABCD() [58]
                0.00    0.00    8004/56068       MkPlane::ApplyMatrix() [46]
                0.00    0.00    8004/56068       MkMatrix4::Translate(double, double, double) [88]
                0.00    0.00    8004/56068       MkMatrix4::Scale(double, double, double) [51]
                0.00    0.00   32048/56068       MkMatrix4::Rotate(double, double, double) [50]
[82]     0.0    0.00    0.00   56068         MkMatrix4::Identity() [82]
-----------------------------------------------
                0.00    0.00    8004/48056       operator*(MkMatrix4&, MkMatrix4&) [89]
                0.00    0.00   40052/48056       MkMatrix4::operator*=(MkMatrix4&) [49]
[83]     0.0    0.00    0.00   48056         MkMatrix4::Clear() [83]
-----------------------------------------------
                0.00    0.00    8004/48056       MkMatrix4::Translate(double, double, double) [88]
                0.00    0.00   40052/48056       MkMatrix4::operator*=(MkMatrix4&) [49]
[84]     0.0    0.00    0.00   48056         MkMatrix4::operator=(MkMatrix4&) [84]
-----------------------------------------------
                0.00    0.00       8/40044       MkPlane::CalcABCD() [58]
                0.00    0.00    8004/40044       MkPlane::ApplyMatrix() [46]
                0.00    0.00    8004/40044       MkMatrix4::Translate(double, double, double) [88]
                0.00    0.00    8004/40044       MkMatrix4::Scale(double, double, double) [51]
                0.00    0.00   16024/40044       MkMatrix4::Rotate(double, double, double) [50]
[85]     0.0    0.00    0.00   40044         MkMatrix4::MkMatrix4() [85]
-----------------------------------------------
                0.00    0.00       8/32024       MkPlane::CalcABCD() [58]
                0.00    0.00   32016/32024       MkPlane::ApplyMatrix() [46]
[86]     0.0    0.00    0.00   32024         operator*(MkPoint&, MkMatrix4&) [86]
                0.00    0.00  384288/384288      MkMatrix4::operator()(int, int) [78]
                0.00    0.00   32024/64048       MkPoint::operator=(MkPoint&) [81]
-----------------------------------------------
                0.00    0.00      12/24024       MkVector::~MkVector() [109]
                0.00    0.00    2001/24024       MkLiuSPH::Ext_Force() [32]
                0.00    0.00    6003/24024       MkLiuSPH::Run() [1]
                0.00    0.00   16008/24024       MkLiuSPH::Int_Force() [8]
[87]     0.0    0.00    0.00   24024         MkDouble::~MkDouble() [87]
-----------------------------------------------
                0.00    0.00    8004/8004        MkPlane::ApplyMatrix() [46]
[88]     0.0    0.00    0.00    8004         MkMatrix4::Translate(double, double, double) [88]
                0.00    0.00    8004/40044       MkMatrix4::MkMatrix4() [85]
                0.00    0.00    8004/56068       MkMatrix4::Identity() [82]
                0.00    0.00    8004/8004        operator*(MkMatrix4&, MkMatrix4&) [89]
                0.00    0.00    8004/48056       MkMatrix4::operator=(MkMatrix4&) [84]
-----------------------------------------------
                0.00    0.00    8004/8004        MkMatrix4::Translate(double, double, double) [88]
[89]     0.0    0.00    0.00    8004         operator*(MkMatrix4&, MkMatrix4&) [89]
                0.00    0.00    8004/48056       MkMatrix4::Clear() [83]
-----------------------------------------------
                0.00    0.00      20/4054        MkPlane::MkPlane() [62]
                0.00    0.00      32/4054        MkLine::MkLine() [105]
                0.00    0.00    2001/4054        MkLiuSPH::Art_Bnd_Repel() [36]
                0.00    0.00    2001/4054        MkLiuSPH::Direct_Bnd_Find() [13]
[90]     0.0    0.00    0.00    4054         MkPoint::MkPoint() [90]
-----------------------------------------------
                0.00    0.00    4004/4004        MkLiuPairs::Initialize(int) [25]
[91]     0.0    0.00    0.00    4004         MkLiuPairs::Clear() [91]
                0.00    0.00 4544402/4544409     MkLiuPair::~MkLiuPair() [73]
-----------------------------------------------
                0.00    0.00    2002/2002        MkLiuSPH::Run() [1]
[92]     0.0    0.00    0.00    2002         MkDouble::MkDouble(int, int) [92]
-----------------------------------------------
                0.00    0.00     400/400         MkLiuGrids::Setup(MkLiuParticles&) [130]
[93]     0.0    0.00    0.00     400         MkLiuGrids::operator()(int, int, int) [93]
-----------------------------------------------
                0.00    0.00     400/400         MkLiuGrid::Initialize() [96]
[94]     0.0    0.00    0.00     400         MkInt::Clear() [94]
-----------------------------------------------
                0.00    0.00     400/400         MkLiuGrid::MkLiuGrid() [98]
[95]     0.0    0.00    0.00     400         MkInt::MkInt() [95]
-----------------------------------------------
                0.00    0.00     400/400         MkLiuGrid::MkLiuGrid() [98]
[96]     0.0    0.00    0.00     400         MkLiuGrid::Initialize() [96]
                0.00    0.00     400/400         MkInt::Clear() [94]
-----------------------------------------------
                0.00    0.00     400/400         MkLiuGrids::Setup(MkLiuParticles&) [130]
[97]     0.0    0.00    0.00     400         MkLiuGrid::Setup(float, float, float, float, float, float) [97]
-----------------------------------------------
                0.00    0.00     400/400         MkLiuGrids::Setup(MkLiuParticles&) [130]
[98]     0.0    0.00    0.00     400         MkLiuGrid::MkLiuGrid() [98]
                0.00    0.00     400/400         MkInt::MkInt() [95]
                0.00    0.00     400/400         MkLiuGrid::Initialize() [96]
-----------------------------------------------
                0.00    0.00     372/372         MkLiuParticle::MkLiuParticle() [100]
[99]     0.0    0.00    0.00     372         MkLiuParticle::Initialize() [99]
-----------------------------------------------
                0.00    0.00       2/372         MkLiuParticles::MkLiuParticles() [123]
                0.00    0.00     370/372         MkLiuParticles::Initialize(int) [118]
[100]    0.0    0.00    0.00     372         MkLiuParticle::MkLiuParticle() [100]
                0.00    0.00     372/372         MkPoint::MkPoint() [101]
                0.00    0.00     372/372         MkLiuParticle::Initialize() [99]
-----------------------------------------------
                0.00    0.00     372/372         MkLiuParticle::MkLiuParticle() [100]
[101]    0.0    0.00    0.00     372         MkPoint::MkPoint() [101]
-----------------------------------------------
                0.00    0.00     362/362         MkLiuGrids::Update(MkLiuParticles&) [131]
[102]    0.0    0.00    0.00     362         MkLiuParticles::GetSize() [102]
-----------------------------------------------
                0.00    0.00     361/361         MkLiuParticles::SetColorType(CType) [139]
[103]    0.0    0.00    0.00     361         MkLiuParticle::SetColorType(CType) [103]
-----------------------------------------------
                0.00    0.00       4/20          MkPlane::MkPlane() [62]
                0.00    0.00      16/20          MkLine::MkLine() [105]
[104]    0.0    0.00    0.00      20         MkShape::MkShape() [104]
-----------------------------------------------
                0.00    0.00      16/16          MkPlane::MkPlane() [62]
[105]    0.0    0.00    0.00      16         MkLine::MkLine() [105]
                0.00    0.00      32/4054        MkPoint::MkPoint() [90]
                0.00    0.00      16/20          MkShape::MkShape() [104]
-----------------------------------------------
                0.00    0.00       4/12          MkPlane::MkPlane() [62]
                0.00    0.00       4/12          MkPlane::ResetAll() [61]
                0.00    0.00       4/12          MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
[106]    0.0    0.00    0.00      12         MkPoint::Set(double, double, double) [106]
-----------------------------------------------
                0.00    0.00       4/12          MkVector::SetVector(int) [116]
                0.00    0.00       8/12          MkVector::MkVector(double, double, double) [68]
[107]    0.0    0.00    0.00      12         MkDouble::Initialize(int) [107]
-----------------------------------------------
                0.00    0.00       4/12          MkVector::MkVector() [117]
                0.00    0.00       8/12          MkVector::MkVector(double, double, double) [68]
[108]    0.0    0.00    0.00      12         MkDouble::MkDouble() [108]
-----------------------------------------------
                0.00    0.00      12/12          MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
[109]    0.0    0.00    0.00      12         MkVector::~MkVector() [109]
                0.00    0.00      12/24024       MkDouble::~MkDouble() [87]
-----------------------------------------------
                0.00    0.00      11/11          MkLiuParticles::~MkLiuParticles() [124]
[110]    0.0    0.00    0.00      11         MkLiuParticle::~MkLiuParticle() [110]
-----------------------------------------------
                0.00    0.00       8/8           MkPlane::CalcABCD() [58]
[111]    0.0    0.00    0.00       8         MkPoint::Unify() [111]
-----------------------------------------------
                0.00    0.00       4/4           MkLiuBoundary::MkLiuBoundary() [60]
[112]    0.0    0.00    0.00       4         MkLiuBoundary::Initialize() [112]
-----------------------------------------------
                0.00    0.00       4/4           MkVector::MkVector() [117]
[113]    0.0    0.00    0.00       4         MkDouble::Clear() [113]
-----------------------------------------------
                0.00    0.00       4/4           MkVector::Cross(MkVector&, MkVector&) [66]
[114]    0.0    0.00    0.00       4         MkVector::Initialize(int) [114]
                0.00    0.00       4/4           MkVector::SetVector(int) [116]
-----------------------------------------------
                0.00    0.00       4/4           MkVector::Cross(MkVector&, MkVector&) [66]
[115]    0.0    0.00    0.00       4         MkVector::GetSize() [115]
-----------------------------------------------
                0.00    0.00       4/4           MkVector::Initialize(int) [114]
[116]    0.0    0.00    0.00       4         MkVector::SetVector(int) [116]
                0.00    0.00       4/12          MkDouble::Initialize(int) [107]
-----------------------------------------------
                0.00    0.00       4/4           MkPlane::SetPoints(MkPoint, MkPoint, MkPoint) [59]
[117]    0.0    0.00    0.00       4         MkVector::MkVector() [117]
                0.00    0.00       4/12          MkDouble::MkDouble() [108]
                0.00    0.00       4/4           MkDouble::Clear() [113]
-----------------------------------------------
                0.00    0.00       1/3           MkLiuSPH::Initialize(int, int, int, int, int) [69]
                0.00    0.00       1/3           MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/3           MkLiuSPH::Calc_Norm() [52]
[118]    0.0    0.00    0.00       3         MkLiuParticles::Initialize(int) [118]
                0.00    0.00     370/372         MkLiuParticle::MkLiuParticle() [100]
-----------------------------------------------
                0.00    0.00       3/3           InitLiuSPH() [54]
[119]    0.0    0.00    0.00       3         MkLiuSPH::GetLiuParam() [119]
-----------------------------------------------
                0.00    0.00       1/2           MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/2           MkLiuSPH::Calc_Norm() [52]
[120]    0.0    0.00    0.00       2         MkLiuPairs::MkLiuPairs() [120]
-----------------------------------------------
                0.00    0.00       1/2           MkLiuSPH::Calc_Bnd_Norm() [53]
                0.00    0.00       1/2           MkLiuSPH::Calc_Norm() [52]
[121]    0.0    0.00    0.00       2         MkLiuPairs::~MkLiuPairs() [121]
                0.00    0.00       7/4544409     MkLiuPair::~MkLiuPair() [73]
